coral_number,site,habitat,transect,taxa,x,y,z,L23,W23,H23,Dyn23,L24,W24,H24,Notes_2024
5830,LTER4,OR,T04,Poc,2.7,40,0,3,2,3,Recruitment,NA,NA,NA,NA
5831,LTER4,OR,T04,Acr,2.7,75,0,11.1,5.5,4,NA,NA,NA,NA,NA
5834,LTER4,OR,T04,Acr,3.06,80,0,8,6,6,NA,NA,NA,NA,NA
5863,LTER4,OR,T04,Acr,4.38,60,5,19,13,13,NA,NA,NA,NA,NA
5872,LTER4,OR,T04,Acr,4.5,60,0,2,2,2,Recruitment,NA,NA,NA,NA
5874,LTER4,OR,T04,Acr,4.6,50,0,3,2,2,Recruitment,NA,NA,NA,NA
5878,LTER4,OR,T04,Acr,4.8,60,0,11.5,8,6.5,Growth,NA,NA,NA,NA
5880,LTER4,OR,T04,Mil,4.87,1,7,11.5,6,7.5,NA,NA,NA,NA,NA
5891,LTER5,BR,P01,Por,1.55,50,20,41.5,19.3,21.2,Growth,NA,NA,NA,NA
5894,LTER5,BR,P01,Por,1.95,20,100,24.7,26.8,28.3,Shrinkage,NA,NA,NA,NA
5897,LTER5,BR,P01,Por,2.15,28,60,23.7,15.2,15.3,NA,NA,NA,NA,NA
5901,LTER5,BR,P01,Poc,2.4,75,14,26.7,23.2,28.3,Growth,NA,NA,NA,NA
5902,LTER5,BR,P01,Poc,2.9,28,80,24.3,20.5,20.3,NA,NA,NA,NA,NA
5908,LTER5,BR,P01,Poc,4,10,50,32.3,21.2,19.8,Growth,NA,NA,NA,NA
5909,LTER5,BR,P01,Poc,4.3,40,10,14,6.5,9.7,Missing Data,NA,NA,NA,NA
5914,LTER5,BR,P01,Poc,5.32,85,10,16,11.3,14.4,NA,NA,NA,NA,NA
5917,LTER5,BR,P01,Poc,5.4,94,10,37,21,25,Shrinkage,NA,NA,NA,NA
5919,LTER5,BR,P01,Poc,5.5,65,20,37.5,21.3,26,Shrinkage,NA,NA,NA,NA
5921,LTER5,BR,P01,Poc,5.7,96,5,26.5,19,12.5,Missing Data,NA,NA,NA,NA
5923,LTER5,BR,P01,Poc,6.16,99,20,17,18,15.4,NA,NA,NA,NA,NA
5925,LTER5,BR,P01,Poc,6.3,40,20,1.5,1.3,1.7,Growth,NA,NA,NA,NA
5926,LTER5,BR,P01,Poc,6.3,94,33,12.6,11.9,11,Shrinkage,NA,NA,NA,NA
5927,LTER5,BR,P01,Poc,6.32,40,20,1.2,0.8,1.1,Shrinkage,NA,NA,NA,NA
5929,LTER5,BR,P01,Poc,6.53,77,3,32.2,19,15.6,Shrinkage,NA,NA,NA,NA
5930,LTER5,BR,P01,Por,7,40,0,12.7,5,10.4,Shrinkage,NA,NA,NA,NA
5935,LTER5,BR,P01,Poc,7.67,57,50,8,5.3,5.5,Missing Data,NA,NA,NA,NA
5936,LTER5,BR,P01,Por,7.7,70,30,28.5,37,18,Growth,NA,NA,NA,NA
5939,LTER5,BR,P01,Por,8.5,20,10,24,15,15.4,Shrinkage,NA,NA,NA,NA
5941,LTER5,BR,P01,Poc,8.75,50,30,15.7,9,11.3,Shrinkage,NA,NA,NA,NA
5942,LTER5,BR,P01,Acr,8.76,45,35,2.7,2.5,2.6,Recruitment,NA,NA,NA,NA
5945,LTER5,BR,P01,Acr,8.83,58,50,1.9,2,0.6,Recruitment,NA,NA,NA,NA
5946,LTER5,BR,P01,Acr,8.9,70,55,14.4,18.3,11,Growth,NA,NA,NA,NA
5947,LTER5,BR,P01,Acr,8.93,60,50,3.4,3.8,4.5,Recruitment,NA,NA,NA,NA
5948,LTER5,BR,P01,Poc,9,25,55,27.5,22,25.8,Missing Data,NA,NA,NA,NA
5950,LTER5,BR,P01,Por,9.5,50,30,30,23.7,15.3,Shrinkage,NA,NA,NA,NA
5951,LTER5,BR,P01,Por,9.6,15,40,39.2,24.9,33.4,Missing Data,NA,NA,NA,NA
5968,LTER5,BR,P10,Acr,3.7,5,60,36.9,23.9,19,Growth,NA,NA,NA,NA
5974,LTER5,BR,P10,Por,5.9,20,65,61.2,60,100,NA,NA,NA,NA,NA
5978,LTER5,BR,P10,Por,6.5,70,50,56,49,40,Shrinkage,NA,NA,NA,NA
5979,LTER5,BR,P10,Por,6.55,100,40,60,36.6,63,Growth,NA,NA,NA,NA
5984,LTER5,BR,P02,Poc,0.1,55,30,17.9,12.8,24.4,Growth,NA,NA,NA,NA
5985,LTER5,BR,P02,Poc,0.15,70,40,9,7.3,8.3,Missing Data,NA,NA,NA,NA
5987,LTER5,BR,P02,Poc,0.27,38,20,15.6,14.7,11.9,Growth,NA,NA,NA,NA
5988,LTER5,BR,P02,Poc,0.27,54,30,6.5,5.3,6.2,Growth,NA,NA,NA,NA
5989,LTER5,BR,P02,Poc,0.3,78,40,6.1,4.2,5.9,Shrinkage,NA,NA,NA,NA
5999,LTER5,BR,P02,Poc,3.4,35,160,15.6,9,13.7,Shrinkage,NA,NA,NA,NA
6002,LTER5,BR,P02,Por,4.15,65,40,47.6,20.8,25,Shrinkage,NA,NA,NA,NA
6007,LTER5,BR,P02,Por,4.8,100,100,30,24,23,Shrinkage,NA,NA,NA,NA
6013,LTER5,BR,P02,Poc,5.15,50,60,31.1,26.7,15.2,NA,NA,NA,NA,NA
6028,LTER5,BR,P02,Poc,6.75,83,123,24.9,17.6,19.4,Shrinkage,NA,NA,NA,NA
6029,LTER5,BR,P02,Poc,7,30,75,22.5,7.7,21.3,Shrinkage,NA,NA,NA,NA
6031,LTER5,BR,P02,Poc,7,65,13,14,10,8.5,Shrinkage,NA,NA,NA,NA
6036,LTER5,BR,P02,Por,7.55,30,40,27,21.3,28.5,Shrinkage,NA,NA,NA,NA
6038,LTER5,BR,P02,Por,7.9,0,60,13,9.7,8.5,NA,NA,NA,NA,NA
6041,LTER5,BR,P02,Poc,9.1,90,6,13.5,11.3,10,Shrinkage,NA,NA,NA,NA
6042,LTER5,BR,P02,Poc,9.6,31,42,35.7,30,33.8,Shrinkage,NA,NA,NA,NA
6046,LTER5,BR,P03,Poc,0.55,90,2,15.5,15,13.5,Growth,NA,NA,NA,NA
6048,LTER5,BR,P03,Poc,0.65,25,10,17,15.5,15,Growth,NA,NA,NA,NA
6050,LTER5,BR,P03,Poc,0.7,10,5,26,21,16.3,Shrinkage,NA,NA,NA,NA
6052,LTER5,BR,P03,Poc,2.35,90,10,26.5,19.5,18.4,Shrinkage,NA,NA,NA,NA
6053,LTER5,BR,P03,Poc,2.37,NA,27,26.2,17,11.1,NA,NA,NA,NA,NA
6064,LTER5,BR,P03,Poc,4.88,77,68,17.7,13,15,NA,NA,NA,NA,NA
6066,LTER5,BR,P03,Poc,4.9,50,0,28,13,24,NA,NA,NA,NA,NA
6077,LTER5,BR,P03,Acr,6.85,40,120,46,29,14,Shrinkage,NA,NA,NA,NA
6078,LTER5,BR,P03,Por,7.37,40,20,26,12,17.1,NA,NA,NA,NA,NA
6079,LTER5,BR,P03,Por,8.1,75,20,26,21,13,Shrinkage,NA,NA,NA,NA
6082,LTER5,BR,P04,Acr,5.08,50,24,50,50,40,NA,NA,NA,NA,NA
6083,LTER5,BR,P04,Acr,5.2,50,20,21.9,14,11,NA,NA,NA,NA,NA
6087,LTER5,BR,P04,Acr,5.34,40,5,6.2,4.5,4.5,NA,NA,NA,NA,NA
6088,LTER5,BR,P04,Acr,5.35,45,0,22.5,30,25.5,Growth,NA,NA,NA,NA
6089,LTER5,BR,P04,Acr,5.35,60,0,9.5,5.5,5.7,Growth,NA,NA,NA,NA
6091,LTER5,BR,P04,Acr,5.43,43,40,10,10,8,NA,NA,NA,NA,NA
6092,LTER5,BR,P04,Acr,5.46,14,45,7.5,6.5,8.5,NA,NA,NA,NA,NA
6094,LTER5,BR,P04,Acr,5.75,59,59,9,11,11.5,NA,NA,NA,NA,NA
6098,LTER5,BR,P05,Por,0.1,12,0,22.5,19,5,Shrinkage,NA,NA,NA,NA
6099,LTER5,BR,P05,Por,1,50,0,47,45,27.2,Growth,NA,NA,NA,NA
6100,LTER5,BR,P05,Poc,2.14,85,10,3,2,2,Recruitment,NA,NA,NA,NA
6101,LTER5,BR,P05,Poc,2.3,66,10,2,2,2,Recruitment,NA,NA,NA,NA
6103,LTER5,BR,P05,Por,2.5,50,0,127.5,122.5,78,Shrinkage,NA,NA,NA,NA
6104,LTER5,BR,P05,Por,3.25,30,30,126,110,63,Shrinkage,NA,NA,NA,NA
6106,LTER5,BR,P05,Por,4,100,20,85,77,27.5,Growth,NA,NA,NA,NA
6115,LTER5,BR,P05,Por,6.3,50,50,NA,NA,NA,Death,NA,NA,NA,NA
6119,LTER5,BR,P05,Acr,6.6,0,40,11,9,11,Growth,NA,NA,NA,NA
6121,LTER5,BR,P05,Acr,7.25,73,70,28.5,25.1,17,Growth,NA,NA,NA,NA
6124,LTER5,BR,P05,Por,8.25,25,40,96,84,61,Growth,NA,NA,NA,NA
6127,LTER5,BR,P06,Por,5.85,60,60,45,39,37,Growth,NA,NA,NA,NA
6130,LTER5,BR,P06,Por,7.7,50,10,112,115,48,NA,NA,NA,NA,NA
6133,LTER5,BR,P06,Acr,7.25,45,30,32.5,26,17,Growth,NA,NA,NA,NA
6134,LTER5,BR,P06,Acr,7.25,57,36,8.5,7.5,6,NA,NA,NA,NA,NA
6142,LTER5,BR,P07,Por,0,50,90,185,163,82,Shrinkage,NA,NA,NA,NA
6145,LTER5,BR,P07,Acr,3.77,84,47,47.5,27,11,NA,NA,NA,NA,NA
6148,LTER5,BR,P07,Por,4.25,95,40,27,20,10,Shrinkage,NA,NA,NA,NA
6150,LTER5,BR,P07,Acr,5.7,100,39.3,33.5,30,17,NA,NA,NA,NA,NA
6153,LTER5,BR,P07,Por,7.96,26,65,25,38,24,NA,NA,NA,NA,NA
6155,LTER5,BR,P07,Por,9.2,90,10,30.5,27,23.5,Shrinkage,NA,NA,NA,NA
6156,LTER5,BR,P07,Por,9.35,93,44,68,52,40,Growth,NA,NA,NA,NA
6157,LTER5,BR,P07,Por,9.6,80,30,34,24,16,Shrinkage,NA,NA,NA,NA
6159,LTER5,BR,P08,Por,3.73,24,78,21,17,19,NA,NA,NA,NA,NA
6162,LTER5,BR,P08,Por,4.5,100,0,35,42,20,NA,NA,NA,NA,NA
6167,LTER5,BR,P08,Por,6.3,100,80,96,69,72,NA,NA,NA,NA,NA
6169,LTER5,BR,P08,Acr,8.4,60,5,7,6,3,Growth,NA,NA,NA,NA
6170,LTER5,BR,P08,Por,9.76,60,0,30.5,27.5,28.2,Missing Data,NA,NA,NA,NA
6172,LTER5,BR,P09,Por,0.6,20,40,26,26,24.7,Shrinkage,NA,NA,NA,NA
6175,LTER5,BR,P09,Por,4.15,85,38,96,69,72.5,Growth,NA,NA,NA,NA
6179,LTER5,BR,P09,Por,6,5,80,55,55,63,Growth,NA,NA,NA,NA
6181,LTER5,BR,P09,Por,7.95,65,82,46.1,46,29,Shrinkage,NA,NA,NA,NA
6184,LTER5,BR,P09,Por,8.22,37,70,44.2,19.5,21.5,Shrinkage,NA,NA,NA,NA
6186,LTER5,BR,T01,Acr,0,5,15,21.3,10.5,9.7,Shrinkage,NA,NA,NA,NA
6194,LTER5,BR,T01,Por,0.28,26,23,4.5,2.7,3.1,Shrinkage,NA,NA,NA,NA
6199,LTER5,BR,T01,Poc,0.4,10,45,24.3,23.5,11.3,Growth,NA,NA,NA,NA
6200,LTER5,BR,T01,Por,0.52,30,10,3.3,2.7,4.7,Growth,NA,NA,NA,NA
6204,LTER5,BR,T01,Por,0.65,14,5,3.9,2.8,2.9,Shrinkage,NA,NA,NA,NA
6206,LTER5,BR,T01,Por,0.9,17,20,7.4,5.3,7.1,Shrinkage,NA,NA,NA,NA
6212,LTER5,BR,T01,Por,0.97,5,35,9.7,8.8,9.3,NA,NA,NA,NA,NA
6225,LTER5,BR,T01,Por,1.09,37,20,5.6,3.7,4.3,Shrinkage,NA,NA,NA,NA
6228,LTER5,BR,T01,Por,1.12,43,15,12.9,10,10.9,Growth,NA,NA,NA,NA
6242,LTER5,BR,T01,Por,1.25,5,52,5.5,4.3,7,Missing Data,NA,NA,NA,NA
6243,LTER5,BR,T01,Por,1.25,45,41,10.2,9.3,8.5,Growth,NA,NA,NA,NA
6247,LTER5,BR,T01,Por,1.29,4,56,8.3,6.8,7.5,Growth,NA,NA,NA,NA
6250,LTER5,BR,T01,Por,1.29,61,27,8.1,6.6,12.2,Shrinkage,NA,NA,NA,NA
6252,LTER5,BR,T01,Poc,1.3,32,50,61.1,19.7,20.8,"Growth, Fusion1",NA,NA,NA,NA
6254,LTER5,BR,T01,Por,1.3,50,44,10.5,8.8,10.2,Growth,NA,NA,NA,NA
6259,LTER5,BR,T01,Por,1.32,56,20,6.5,4,5.3,NA,NA,NA,NA,NA
6260,LTER5,BR,T01,Por,1.32,73,16,11,5,5.5,Shrinkage,NA,NA,NA,NA
6264,LTER5,BR,T01,Por,1.33,68,25,2.8,2.5,6,Growth,NA,NA,NA,NA
6273,LTER5,BR,T01,Por,1.37,73,13,4,2.7,3.2,Shrinkage,NA,NA,NA,NA
6274,LTER5,BR,T01,Por,1.37,79,39,5.1,4.1,4.6,Shrinkage,NA,NA,NA,NA
6275,LTER5,BR,T01,Por,1.37,85,43,3,2,3.4,Shrinkage,NA,NA,NA,NA
6277,LTER5,BR,T01,Por,1.4,47,55,5.9,5,5.9,Growth,NA,NA,NA,NA
6311,LTER5,BR,T01,Por,1.5,96,40,25.2,17.7,11,Growth,NA,NA,NA,NA
6320,LTER5,BR,T01,Por,1.55,0,77,23.9,11.3,21.5,Shrinkage,NA,NA,NA,NA
6352,LTER5,BR,T01,Por,1.66,6,96,6.6,5.2,9.8,Shrinkage,NA,NA,NA,NA
6357,LTER5,BR,T01,Por,1.7,6,97,73,52.2,31.3,NA,NA,NA,NA,NA
6363,LTER5,BR,T01,Por,1.73,61,60,4.7,3.3,7.1,Shrinkage,NA,NA,NA,NA
6376,LTER5,BR,T01,Poc,1.82,90,80,8.5,3.5,3.9,Missing Data,NA,NA,NA,NA
6388,LTER5,BR,T01,Por,1.9,82,57,25.5,29.5,31.6,NA,NA,NA,NA,NA
6408,LTER5,BR,T01,Por,2.05,16,98,40.7,11.8,16.3,Shrinkage,NA,NA,NA,NA
6409,LTER5,BR,T01,Por,2.05,65,69,22.7,15.9,10.3,Shrinkage,NA,NA,NA,NA
6418,LTER5,BR,T01,Por,2.26,45,57,9.3,4,4.5,NA,NA,NA,NA,NA
6419,LTER5,BR,T01,Por,2.3,41,80,6.5,4,9.6,Growth,NA,NA,NA,NA
6421,LTER5,BR,T01,Por,2.35,69,63,13.5,6.3,5.7,NA,NA,NA,NA,NA
6424,LTER5,BR,T01,Por,2.43,43,58,20.5,16.2,15.8,Shrinkage,NA,NA,NA,NA
6427,LTER5,BR,T01,Por,2.48,31,78,9.8,6,14.8,NA,NA,NA,NA,NA
6429,LTER5,BR,T01,Por,2.49,13,87,11.7,11.3,19,NA,NA,NA,NA,NA
6430,LTER5,BR,T01,Por,2.49,33,71,9.6,6,14.3,NA,NA,NA,NA,NA
6437,LTER5,BR,T01,Por,2.58,47,0,7.7,5.7,4.7,Shrinkage,NA,NA,NA,NA
6440,LTER5,BR,T01,Por,2.62,18,76,18.4,18.3,18.5,NA,NA,NA,NA,NA
6446,LTER5,BR,T01,Por,2.72,6,83,7,5.1,6.1,Shrinkage,NA,NA,NA,NA
6447,LTER5,BR,T01,Por,2.75,41,61,22.3,11.7,14.2,Shrinkage,NA,NA,NA,NA
6448,LTER5,BR,T01,Poc,2.85,76,102,27.5,19.8,19.3,Growth,NA,NA,NA,NA
6452,LTER5,BR,T01,Por,2.9,19,69,56,58.3,71.8,NA,NA,NA,NA,NA
6467,LTER5,BR,T01,Por,3.25,7,30,2,0.8,1.4,Shrinkage,NA,NA,NA,NA
6469,LTER5,BR,T01,Por,3.3,81,75,9.5,8,10.4,Shrinkage,NA,NA,NA,NA
6475,LTER5,BR,T01,Por,3.5,0,40,65,73,45,Growth,NA,NA,NA,NA
6480,LTER5,BR,T01,Por,3.8,50,35,8.9,4.8,9.7,Growth,NA,NA,NA,NA
6487,LTER5,BR,T01,Poc,3.9,80,35,31.7,22.9,24.4,Growth,NA,NA,NA,NA
6488,LTER5,BR,T01,Por,3.91,42,35,5.9,5.7,6.3,Growth,NA,NA,NA,NA
6489,LTER5,BR,T01,Por,3.93,44,30,5.3,2.8,5.4,Growth,NA,NA,NA,NA
6500,LTER5,BR,T01,Por,4.17,60,40,5,3.5,6,Growth,NA,NA,NA,NA
6501,LTER5,BR,T01,Por,4.18,56,48,13.6,6.8,11.2,Shrinkage,NA,NA,NA,NA
6504,LTER5,BR,T01,Por,4.2,50,50,11.8,13.4,13,Growth,NA,NA,NA,NA
6521,LTER5,BR,T02,Poc,0.28,9,51,31.2,32.7,26,Shrinkage,NA,NA,NA,NA
6534,LTER5,BR,T02,Por,0.45,25,24,1.5,5,2,Growth,NA,NA,NA,NA
6535,LTER5,BR,T02,Por,0.45,28,16,12.8,13,12.1,Shrinkage,NA,NA,NA,NA
6536,LTER5,BR,T02,Por,0.45,40,27,2.3,0.9,1.2,NA,NA,NA,NA,NA
6537,LTER5,BR,T02,Por,0.46,46,40,2,0.9,3,Shrinkage,NA,NA,NA,NA
6538,LTER5,BR,T02,Por,0.46,90,27,9.1,5.4,4.7,Shrinkage,NA,NA,NA,NA
6541,LTER5,BR,T02,Por,0.47,85,32.1,3.6,2.3,2,Shrinkage,NA,NA,NA,NA
6547,LTER5,BR,T02,Por,0.51,33,30,8.8,3.4,4.5,NA,NA,NA,NA,NA
6552,LTER5,BR,T02,Poc,0.58,58,35,2.7,2.8,2.1,Shrinkage,NA,NA,NA,NA
6556,LTER5,BR,T02,Por,0.6,56,35,4,3.8,4.5,Growth,NA,NA,NA,NA
6565,LTER5,BR,T02,Por,0.74,98,30,6.6,3.7,5,NA,NA,NA,NA,NA
6566,LTER5,BR,T02,Por,0.76,43,40,9.1,5.6,6.7,Growth,NA,NA,NA,NA
6569,LTER5,BR,T02,Por,0.76,91,45,2.2,2,3.7,Growth,NA,NA,NA,NA
6581,LTER5,BR,T02,Por,0.9,58,40,8.9,8.1,7,Growth,NA,NA,NA,NA
6589,LTER5,BR,T02,Poc,0.96,15,70,9.5,8.6,7.5,Growth,NA,NA,NA,NA
6592,LTER5,BR,T02,Por,0.97,26,70,5.4,3.5,5.6,Growth,NA,NA,NA,NA
6598,LTER5,BR,T02,Por,1.05,64,25,7.3,6.8,7.3,Growth,NA,NA,NA,NA
6607,LTER5,BR,T02,Poc,1.18,31,45,1.2,1,0.9,Recruitment,NA,NA,NA,NA
6614,LTER5,BR,T02,Por,1.3,94,40,4.8,4.8,6.2,Shrinkage,NA,NA,NA,NA
6615,LTER5,BR,T02,Por,1.3,96,45,4,2.7,3.1,Growth,NA,NA,NA,NA
6617,LTER5,BR,T02,Por,1.35,47,20,2.8,1.5,2.7,Shrinkage,NA,NA,NA,NA
6621,LTER5,BR,T02,Por,1.43,47,30,3.2,2.4,3.4,Shrinkage,NA,NA,NA,NA
6623,LTER5,BR,T02,Por,1.47,38,15,NA,NA,NA,Death,NA,NA,NA,NA
6632,LTER5,BR,T02,Por,1.72,63,4,NA,NA,NA,Death,NA,NA,NA,NA
6641,LTER5,BR,T02,Por,1.8,89,40,27.8,16.7,9.9,Shrinkage,NA,NA,NA,NA
6645,LTER5,BR,T02,Por,1.89,33,12.8,32.6,17,21.5,Shrinkage,NA,NA,NA,NA
6657,LTER5,BR,T02,Por,2.03,64,22,15,17.7,11.2,Growth,NA,NA,NA,NA
6660,LTER5,BR,T02,Por,2.04,74,28,2,1.5,2.3,Growth,NA,NA,NA,NA
6661,LTER5,BR,T02,Por,2.09,55,21,17,11,16,Growth,NA,NA,NA,NA
6666,LTER5,BR,T02,Por,2.25,25,70,11.1,6.8,10.5,Shrinkage,NA,NA,NA,NA
6670,LTER5,BR,T02,Por,2.3,90,32,3.3,3.7,4.7,Shrinkage,NA,NA,NA,NA
6680,LTER5,BR,T02,Por,2.8,100,30,5.1,3.9,13.7,Shrinkage,NA,NA,NA,NA
6681,LTER5,BR,T02,Por,3.4,51,25,105,76,75,Growth,NA,NA,NA,NA
6688,LTER5,BR,T02,Poc,3.35,95,60,28.5,21.4,20.8,Shrinkage,NA,NA,NA,NA
6691,LTER5,BR,T02,Poc,3.9,90,40,22.1,16.5,15,Missing Data,NA,NA,NA,NA
6698,LTER5,BR,T02,Por,4.24,92,41,27.3,15.8,15.5,NA,NA,NA,NA,NA
6699,LTER5,BR,T02,Por,4.27,44,30,99.6,69.2,52.8,NA,NA,NA,NA,NA
6702,LTER5,BR,T02,Por,4.3,72,25,39.5,22.5,27.7,Shrinkage,NA,NA,NA,NA
6703,LTER5,BR,T02,Por,4.34,92,35,32.5,23.6,15.9,Shrinkage,NA,NA,NA,NA
6708,LTER5,BR,T02,Por,4.8,100,40,20.5,8.5,13.5,NA,NA,NA,NA,NA
6719,LTER5,BR,T03,Poc,0.38,3,59,33.3,26.5,24.4,Growth,NA,NA,NA,NA
6723,LTER5,BR,T03,Poc,0.52,57,75,41.5,38.5,31,Growth,NA,NA,NA,NA
6749,LTER5,BR,T03,Poc,1.1,78,50,1,1,1,Recruitment,NA,NA,NA,NA
6754,LTER5,BR,T03,Por,1.13,91,27,33.5,37,41,NA,NA,NA,NA,NA
6772,LTER5,BR,T03,Por,1.3,27,20,22.5,66,73,Growth,NA,NA,NA,NA
6790,LTER5,BR,T03,Poc,1.59,40,30,14.8,15.8,12.5,Missing Data,NA,NA,NA,NA
6791,LTER5,BR,T03,Poc,1.79,50,20,10.5,7,10.5,Missing Data,NA,NA,NA,NA
6792,LTER5,BR,T03,Por,1.97,5,0,132,99,123,NA,NA,NA,NA,NA
6793,LTER5,BR,T03,Por,1.97,25,10,2,2,1,Recruitment,NA,NA,NA,NA
6794,LTER5,BR,T03,Por,2,30,0,87.7,83,69,Growth,NA,NA,NA,NA
6795,LTER5,BR,T03,Por,2.78,3,30,7.2,7.24,6.4,NA,NA,NA,NA,NA
6803,LTER5,BR,T03,Por,3.2,27,60,6.5,14,13,Shrinkage,NA,NA,NA,NA
6805,LTER5,BR,T03,Acr,3.3,0,20,86,44.5,31,Growth,NA,NA,NA,NA
6808,LTER5,BR,T03,Por,3.65,11,52,10.9,7.9,4.9,Growth,NA,NA,NA,NA
6809,LTER5,BR,T03,Por,3.68,66,52,19,6.8,17.1,Growth,NA,NA,NA,NA
6810,LTER5,BR,T03,Por,3.7,30,30,4,4,2,Recruitment,NA,NA,NA,NA
6811,LTER5,BR,T03,Poc,3.78,42,30,7.5,7,5,Missing Data,NA,NA,NA,NA
6815,LTER5,BR,T03,Por,3.8,20,65,4.2,3.2,3,Shrinkage,NA,NA,NA,NA
6818,LTER5,BR,T03,Poc,3.95,27,40,19.9,8.5,7.5,Missing Data,NA,NA,NA,NA
6819,LTER5,BR,T03,Poc,3.95,45,56,21,10,19,Growth,NA,NA,NA,NA
6820,LTER5,BR,T03,Por,3.95,55,10,6.5,9.5,15,Missing Data,NA,NA,NA,NA
6821,LTER5,BR,T03,Por,4.02,50,50,7.4,6.5,6,Missing Data,NA,NA,NA,NA
6822,LTER5,BR,T03,Poc,4.03,42,50,2,2,2,Recruitment,NA,NA,NA,NA
6826,LTER5,BR,T03,Poc,4.12,18,70,1,1,1,Recruitment,NA,NA,NA,NA
6827,LTER5,BR,T03,Acr,4.3,40,5,45.5,18.5,26,Growth,NA,NA,NA,NA
6831,LTER5,BR,T03,Por,4.18,35,60,8,5.5,17.5,Growth,NA,NA,NA,NA
6833,LTER5,BR,T03,Por,4.35,45,10,10.5,9,12.5,Growth,NA,NA,NA,NA
6838,LTER5,BR,T03,Por,4.5,30,0,11.4,6.2,2.5,NA,NA,NA,NA,NA
6859,LTER5,BR,T03,Por,5,80,30,12.5,9,8,Shrinkage,NA,NA,NA,NA
6862,LTER5,BR,T04,Por,0.02,73,50,90,68,30,NA,NA,NA,NA,NA
6866,LTER5,BR,T04,Por,0.1,90,20,45,38,19,Growth,NA,NA,NA,NA
6871,LTER5,BR,T04,Poc,0.15,70,50,4,5,6,Growth,NA,NA,NA,NA
6872,LTER5,BR,T04,Poc,0.2,25,50,4,4,4,Recruitment,NA,NA,NA,NA
6873,LTER5,BR,T04,Por,0.2,71,30,2,2,2,NA,NA,NA,NA,NA
6876,LTER5,BR,T04,Por,0.24,84,20,8,7,7,Growth,NA,NA,NA,NA
6877,LTER5,BR,T04,Acr,0.25,20,30,35,30,8,Growth,NA,NA,NA,NA
6879,LTER5,BR,T04,Por,0.25,80,20,4,4,3.5,Growth,NA,NA,NA,NA
6884,LTER5,BR,T04,Por,0.33,85,40,4,2,4,Shrinkage,NA,NA,NA,NA
6888,LTER5,BR,T04,Poc,0.37,33,20,6,6,8,Shrinkage,NA,NA,NA,NA
6907,LTER5,BR,T04,Por,0.69,90,0,37,32,24,Shrinkage,NA,NA,NA,NA
6911,LTER5,BR,T04,Por,1,1,10,6.9,6.9,5.9,Growth,NA,NA,NA,NA
6918,LTER5,BR,T04,Por,1.16,1,14,66,60,77.5,Growth,NA,NA,NA,NA
6923,LTER5,BR,T04,Poc,1.18,100,0,37.5,30,24.5,Missing Data,NA,NA,NA,NA
6924,LTER5,BR,T04,Por,1.19,5,20,29.5,20.5,22.5,Growth,NA,NA,NA,NA
6932,LTER5,BR,T04,Acr,1.79,80,0,5.8,3.5,2.5,Recruitment,NA,NA,NA,NA
6934,LTER5,BR,T04,Poc,1.8,80,50,27.5,17,18,Missing Data,NA,NA,NA,NA
6938,LTER5,BR,T04,Poc,2.05,80,65,20,15,15,NA,NA,NA,NA,NA
6940,LTER5,BR,T04,Por,2.27,46,11,29.5,20.5,22.5,Shrinkage,NA,NA,NA,NA
6943,LTER5,BR,T04,Poc,2.7,5,80,22.5,21.5,17,Shrinkage,NA,NA,NA,NA
6945,LTER5,BR,T04,Por,2.9,60,20,15,12.5,13,Shrinkage,NA,NA,NA,NA
6951,LTER5,BR,T04,Poc,3.1,50,60,34.5,27,37.2,Growth,NA,NA,NA,NA
6957,LTER5,BR,T04,Poc,3.45,90,120,8,8,8,Growth,NA,NA,NA,NA
6960,LTER5,BR,T04,Por,3.92,83,160,48,49,49,Shrinkage,NA,NA,NA,NA
6963,LTER5,BR,T04,Poc,4.1,10,120,24.4,20,21,Growth,NA,NA,NA,NA
6973,LTER5,BR,T04,Poc,4.45,50,140,10,30,40,Growth,NA,NA,NA,NA
6977,LTER5,BR,T04,Poc,4.5,50,80,25,26,29.5,Growth,NA,NA,NA,NA
6985,LTER5,BR,T04,Poc,4.7,0,40,52,60,32,Missing Data,NA,NA,NA,NA
6990,LTER5,BR,T04,Por,4.9,80,60,27.5,20.8,25.5,Shrinkage,NA,NA,NA,NA
6993,LTER5,BR,T04,Por,5,70,80,8,9,9,Shrinkage,NA,NA,NA,NA
6994,LTER5,OR,T01,Poc,0,5,0,17.5,14.5,13.7,Missing Data,NA,NA,NA,NA
6997,LTER5,OR,T01,Poc,0,59,0,16.4,14.4,8.25,NA,NA,NA,NA,NA
7004,LTER5,OR,T01,Acr,0.2,8,0,9.5,6.8,9.9,Growth,NA,NA,NA,NA
7006,LTER5,OR,T01,Acr,0.25,21,0,11,9.2,11.3,NA,NA,NA,NA,NA
7011,LTER5,OR,T01,Poc,0.28,65,0,1,1,1,Recruitment,NA,NA,NA,NA
7015,LTER5,OR,T01,Por,0.3,0,0,3,2.5,2,Shrinkage,NA,NA,NA,NA
7053,LTER5,OR,T01,Por,0.73,24,4,9.8,6.7,6.7,Shrinkage,NA,NA,NA,NA
7054,LTER5,OR,T01,Por,0.73,30,0,5,3.3,2.8,Growth,NA,NA,NA,NA
