site,habitat,transect,taxa,x,y,z,year,length,width,height,observer,note,note_extra
LTER4,BR,T04,Acr,1.85,69,30,2024,8,9,4,TBD,"NA, Growth",NA
LTER4,BR,T04,Por,2.28,42,25,2024,44,38,40.5,TBD,"NA, Growth",NA
LTER4,BR,T04,Poc,2.47,80,30,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T04,Poc,2.6,30,10,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T04,Poc,2.6,33,10,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T04,Poc,4.53,84,20,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T04,Por,5,30,40,2024,150,90,71,TBD,"NA, Growth",NA
LTER4,BR,T04,Poc,0.4,50,0,2024,2,3,2,TBD,"NA, Recruitment",NA
LTER4,BR,T04,Poc,0.9,60,0,2024,1,1,1,TBD,"NA, Recruitment",NA
LTER4,BR,T04,Poc,0.88,70,0,2024,1,1,1,TBD,"NA, Recruitment",NA
LTER4,BR,T04,Poc,0.65,10,0,2024,1,1,1,TBD,"NA, Recruitment",NA
LTER4,BR,T04,Por,0.65,70,0,2024,1,1,1,TBD,"NA, Recruitment",NA
LTER4,OR,T01,Poc,0,80,15,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T01,Mil,0.2,0,20,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T01,Poc,0.23,4,5,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T01,Mil,0.34,30,11,2024,15.7,15.7,17,TBD,"NA, Growth",NA
LTER4,OR,T01,Acr,0.38,57,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T01,Mil,0.4,1,20,2024,2,1.7,2.6,TBD,"NA, Growth",NA
LTER4,OR,T01,Poc,0.45,85,4,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T01,Poc,0.76,35,2,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T01,Acr,0.8,78,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T01,Acr,1.25,95,15,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T01,Acr,1.53,45,5,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T01,Acr,3.1,0,5,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T01,Acr,3.17,4,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T01,Acr,3.3,55,4,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T01,Acr,3.8,55,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T01,Acr,4.88,38,10,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T01,Poc,0.28,96,15,2024,2,1.4,1.6,TBD,"NA, Recruitment",NA
LTER4,OR,T01,Mil,0.45,5,25,2024,2.3,1.3,1.5,TBD,"NA, Recruitment",NA
LTER4,OR,T01,Poc,0.25,35,15,2024,5.1,2.2,1.6,TBD,"NA, Recruitment",NA
LTER4,OR,T02,Acr,0,23,7,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T02,Poc,0.15,18,1,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T02,Poc,0.15,24,5,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T02,Poc,0.3,30,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T02,Poc,0.73,10,20,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T02,Mil,0.8,47,25,2024,13.2,11,18.2,TBD,"NA, Growth",NA
LTER4,OR,T02,Acr,0.95,15,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T02,Mil,0.95,55,40,2024,22.8,11.9,13.7,TBD,"NA, Growth",NA
LTER4,OR,T02,Poc,0.98,26,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T02,Acr,1.05,90,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T02,Mil,1.1,28,30,2024,26.6,13.5,17,TBD,"NA, Growth",NA
LTER4,OR,T02,Mil,1.1,45,30,2024,24.8,11.7,10.9,TBD,"NA, Growth",NA
LTER4,OR,T02,Acr,1.2,15,5,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T02,Mil,1.35,65,20,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T02,Acr,1.65,60,10,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T02,Mil,1.75,43,30,2024,21.1,9.3,17.5,TBD,"NA, Growth",NA
LTER4,OR,T02,Acr,1.8,1,15,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T02,Acr,1.95,90,5,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T02,Acr,2.28,74,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T02,Acr,3.15,12,5,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T02,Acr,3.42,58,5,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T02,Acr,3.45,100,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T02,Acr,3.66,88,1,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T02,Acr,4.15,75,5,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T02,Acr,4.3,58,5,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T02,Acr,4.5,100,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T02,Acr,4.8,0,8,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T02,Acr,4.8,5,10,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T03,Poc,0,18,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T03,Acr,0,100,5,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T03,Acr,0.75,0,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T03,Por,0.77,77,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T03,Poc,0.88,24,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T03,Acr,0.9,80,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T03,Poc,0.95,56,10,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T03,Acr,1.15,55,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T03,Acr,1.17,60,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T03,Por,1.3,66,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T03,Acr,1.9,89,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T03,Acr,1.9,90,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T03,Acr,2.1,0,0,2024,3,4,3,TBD,"NA, Growth",NA
LTER4,OR,T03,Acr,2.1,50,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T03,Acr,2.15,50,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T03,Acr,3.1,55,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T03,Acr,3.15,10,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T03,Acr,3.5,38,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T03,Por,3.8,0,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T03,Acr,4.3,85,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T03,Por,4.5,30,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T03,Poc,4.8,75,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T03,Poc,0.6,70,0,2024,1,2,1.5,TBD,"NA, Recruitment",NA
LTER4,OR,T03,Poc,0.6,55,10,2024,1,1,1,TBD,"NA, Recruitment",NA
LTER4,OR,T03,Acr,4.8,80,0,2024,1,1,1,TBD,"NA, Recruitment",NA
LTER4,OR,T04,Poc,0,7,5,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T04,Poc,0.25,75,11,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T04,Poc,0.25,91,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T04,Acr,0.7,5,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T04,Poc,0.82,26,5,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T04,Acr,0.95,75,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T04,Acr,1,75,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T04,Acr,1.4,5,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T04,Acr,1.49,20,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T04,Acr,1.9,20,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T04,Acr,1.92,50,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T04,Acr,2.15,22,7,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T04,Acr,2.2,40,40,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T04,Acr,2.35,70,4,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T04,Poc,2.7,40,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T04,Acr,2.7,75,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T04,Acr,3.06,80,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T04,Acr,4.38,60,5,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T04,Acr,4.5,60,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T04,Acr,4.6,50,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T04,Acr,4.8,60,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,OR,T04,Mil,4.87,1,7,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,P01,Por,1.55,50,20,2024,39.6,21.1,26.5,TBD,"NA, Growth",NA
LTER5,BR,P01,Por,1.95,20,100,2024,24.9,23.1,29.4,TBD,"NA, Growth",NA
LTER5,BR,P01,Por,2.15,28,60,2024,21.2,13.1,11.7,TBD,"NA, Growth",NA
LTER5,BR,P01,Poc,2.4,75,14,2024,23.4,17.4,18,TBD,"NA, Growth",NA
LTER5,BR,P01,Poc,2.9,28,80,2024,30,17.5,22.6,TBD,"NA, Growth",NA
LTER5,BR,P01,Poc,4,10,50,2024,26.3,12.9,19.3,TBD,"NA, Growth",NA
LTER5,BR,P01,Poc,4.3,90,10,2024,14.8,9,10.2,TBD,"NA, Growth",NA
LTER5,BR,P01,Poc,5.32,85,10,2024,35.9,30,25.7,TBD,"NA, Fus1",NA
LTER5,BR,P01,Poc,5.4,94,10,2024,NA,NA,NA,TBD,"NA, Fus1",NA
LTER5,BR,P01,Poc,5.5,95,20,2024,15.8,12,14.7,TBD,"NA, Growth",NA
LTER5,BR,P01,Poc,5.7,96,5,2024,17.6,13.2,11,TBD,"NA, Growth",NA
LTER5,BR,P01,Poc,6.16,99,20,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,P01,Poc,6.3,40,20,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,P01,Poc,6.3,94,33,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,P01,Poc,6.32,40,20,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,P01,Poc,6.53,97,3,2024,20.5,21.2,20.7,TBD,"NA, Growth",NA
LTER5,BR,P01,Por,7,40,0,2024,10.7,7.4,7.7,TBD,"NA, Growth",NA
LTER5,BR,P01,Poc,7.67,57,50,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,P01,Por,7.7,70,30,2024,10.4,8,11.3,TBD,"NA, Growth",NA
LTER5,BR,P01,Por,8.5,20,10,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,P01,Poc,8.75,50,30,2024,23.1,19,15.5,TBD,"NA, Growth",NA
LTER5,BR,P01,Acr,8.76,45,35,2024,6.4,3.5,6.3,TBD,"NA, Growth",NA
LTER5,BR,P01,Acr,8.83,58,50,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,P01,Acr,8.9,70,55,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,P01,Acr,8.93,60,50,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,P01,Poc,9,25,55,2024,33,19.4,21.2,TBD,"NA, Growth",NA
LTER5,BR,P01,Por,9.5,50,30,2024,33.5,26.4,15.8,TBD,"NA, Growth",NA
LTER5,BR,P01,Por,9.6,15,40,2024,43.4,23.8,29.6,TBD,"NA, Growth",NA
LTER5,BR,P01,Poc,2.15,90,100,2024,4.3,3.2,2.9,TBD,"NA, Recruitment",NA
LTER5,BR,P01,Poc,2.15,95,100,2024,1.2,0.8,1.5,TBD,"NA, Recruitment",NA
LTER5,BR,P01,Poc,5.05,80,10,2024,25,15.7,14.6,TBD,"NA, Migrant (loose)",NA
LTER5,BR,P01,Poc,8.1,52,35,2024,2.7,2,2.1,TBD,"NA, Recruitment",NA
LTER5,BR,P01,Poc,8.4,53,40,2024,10.6,4.8,5.2,TBD,"NA, Recruitment",NA
LTER5,BR,P01,Poc,8.95,60,40,2024,4.8,3.1,4.3,TBD,"NA, Recruitment",NA
LTER5,BR,P01,Acr,9.13,54,45,2024,1.5,0.8,1.7,TBD,"NA, Recruitment",NA
LTER5,BR,P01,Acr,9.15,53,50,2024,1.5,0.7,1.6,TBD,"NA, Recruitment",NA
LTER5,BR,P01,Acr,9.15,55,50,2024,1.2,0.7,0.6,TBD,"NA, Recruitment",NA
LTER5,BR,P02,Poc,0.1,55,30,2024,20.8,12.7,12.8,TBD,"NA, NA",NA
LTER5,BR,P02,Poc,0.15,70,40,2024,20,13.7,13,TBD,"NA, NA",NA
LTER5,BR,P02,Poc,0.27,38,20,2024,4.2,4.4,1.7,TBD,"NA, NA",NA
LTER5,BR,P02,Poc,0.27,54,30,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER5,BR,P02,Poc,0.3,78,40,2024,8,4.4,8.3,TBD,"NA, NA",NA
LTER5,BR,P02,Poc,3.4,35,160,2024,18.3,10.5,14.2,TBD,"NA, NA",NA
LTER5,BR,P02,Por,4.15,65,40,2024,47.7,20,32.5,TBD,"NA, NA",NA
LTER5,BR,P02,Por,4.8,100,100,2024,25,17.4,12,TBD,"NA, NA",NA
LTER5,BR,P02,Poc,5.15,50,60,2024,35.7,29.7,20.8,TBD,"NA, NA",NA
LTER5,BR,P02,Poc,6.75,83,123,2024,22.6,22.4,24.6,TBD,"NA, NA",NA
LTER5,BR,P02,Poc,7,30,75,2024,22.5,22.6,26.1,TBD,"NA, NA",NA
LTER5,BR,P02,Poc,7,65,13,2024,7.7,6.5,5.9,TBD,"NA, NA",NA
LTER5,BR,P02,Por,7.55,30,40,2024,32.5,16.5,28.5,TBD,"NA, NA",NA
LTER5,BR,P02,Por,7.9,0,60,2024,13.9,9.5,9.1,TBD,"NA, NA",NA
LTER5,BR,P02,Poc,9.1,90,6,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER5,BR,P02,Poc,9.6,31,42,2024,38.9,28.7,27.5,TBD,"NA, NA",NA
LTER5,BR,P02,Poc,0.35,69,40,2024,2.6,2,3,TBD,"NA, Recruitment",NA
LTER5,BR,P03,Poc,0.55,90,2,2024,20.3,18.1,12.2,TBD,"NA, NA",NA
LTER5,BR,P03,Poc,0.65,25,10,2024,21,21,18.4,TBD,"NA, NA",NA
LTER5,BR,P03,Poc,0.7,10,5,2024,21.7,17.6,17.8,TBD,"NA, NA",NA
LTER5,BR,P03,Poc,2.35,90,10,2024,31,20.7,25.5,TBD,"NA, NA",NA
LTER5,BR,P03,Poc,2.37,NA,27,2024,27,15.6,12.7,TBD,"NA, NA",NA
LTER5,BR,P03,Poc,4.88,77,68,2024,3.3,5.3,2.7,TBD,"NA, NA",NA
LTER5,BR,P03,Poc,4.9,50,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER5,BR,P03,Acr,6.85,40,120,2024,45.2,19.4,20.5,TBD,"NA, NA",NA
LTER5,BR,P03,Por,7.37,40,20,2024,22.8,13.8,14.9,TBD,"NA, NA",NA
LTER5,BR,P03,Por,8.1,75,20,2024,26.1,18.7,29.3,TBD,"NA, NA",NA
LTER5,BR,P03,Poc,0.4,80,30,2024,2.1,1.5,1.8,TBD,"NA, Recruitment",NA
LTER5,BR,P03,Acr,5.7,90,20,2024,20.7,14.9,16.1,TBD,"NA, Missing data",NA
LTER5,BR,P04,Acr,5.08,50,24,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,P04,Acr,5.2,50,20,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,P04,Acr,5.34,40,5,2024,8,9,6,TBD,"NA, Growth",NA
LTER5,BR,P04,Acr,5.35,45,0,2024,30,17,30,TBD,"NA, Growth",NA
LTER5,BR,P04,Acr,5.35,60,0,2024,15,8,8,TBD,"NA, Growth",NA
LTER5,BR,P04,Acr,5.43,43,40,2024,16,16,20,TBD,"NA, Growth",NA
LTER5,BR,P04,Acr,5.46,14,45,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,P04,Acr,5.75,59,59,2024,214,16,13,TBD,"NA, Growth",NA
LTER5,BR,P05,Por,0.1,12,0,2024,18,15,5,TBD,"NA, Growth",NA
LTER5,BR,P05,Por,1,50,0,2024,56,46,29,TBD,"NA, Growth",NA
LTER5,BR,P05,Poc,2.14,85,10,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,P05,Poc,2.3,66,10,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,P05,Por,2.5,50,0,2024,128,144,80,TBD,"NA, Growth",NA
LTER5,BR,P05,Por,3.25,30,30,2024,163,110,73,TBD,"NA, Growth",NA
LTER5,BR,P05,Por,4,100,20,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,P05,Acr,6.6,0,40,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,P05,Acr,7.25,73,70,2024,34,32,17,TBD,"NA, Growth",NA
LTER5,BR,P05,Por,8.25,25,40,2024,72.2,80,69,TBD,"NA, Growth",NA
LTER5,BR,P06,Por,5.85,60,60,2024,30,30,22,TBD,"NA, Growth",NA
LTER5,BR,P06,Por,7.7,50,10,2024,120,122,66,TBD,"NA, Growth",NA
LTER5,BR,P06,Acr,7.25,45,30,2024,34,35,18,TBD,"NA, Growth",NA
LTER5,BR,P06,Acr,7.25,57,36,2024,10,12.2,9,TBD,"NA, Growth",NA
LTER5,BR,P07,Por,0,50,90,2024,185,172,88,TBD,"NA, Growth",NA
LTER5,BR,P07,Acr,3.77,84,47,2024,49,27,26,TBD,"NA, Growth",NA
LTER5,BR,P07,Por,4.25,95,40,2024,57,44,32,TBD,"NA, Growth",NA
LTER5,BR,P07,Acr,5.7,100,39.3,2024,37.5,30,19.5,TBD,"NA, Growth",NA
LTER5,BR,P07,Por,7.96,26,65,2024,28,40,27,TBD,"NA, Growth",NA
LTER5,BR,P07,Por,9.2,90,10,2024,34,26,24,TBD,"NA, Growth",NA
LTER5,BR,P07,Por,9.35,93,44,2024,70,37,39,TBD,"NA, Growth",NA
LTER5,BR,P07,Por,9.6,80,30,2024,34,32,30,TBD,"NA, Growth",NA
LTER5,BR,PO6,Acr,7.25,73,40,2024,6,6,6,TBD,"NA, Recruitment",NA
LTER5,BR,PO5,Poc,4.6,90,0,2024,1,1,1,TBD,"NA, Recruitment",NA
LTER5,BR,PO4,Poc,5.7,40,30,2024,1,1,1,TBD,"NA, Recruitment",NA
LTER5,BR,PO4,Poc,6.6,60,60,2024,2,1,2,TBD,"NA, Recruitment",NA
LTER5,BR,P08,Por,3.73,24,78,2024,NA,NA,NA,TBD,"NA, Fus1",NA
LTER5,BR,P08,Por,4.5,100,0,2024,92,110,60,TBD,"NA, Fus1",NA
LTER5,BR,P08,Por,6.3,100,80,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,P08,Acr,8.4,60,5,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,P08,Por,9.76,60,0,2024,23,13,20,TBD,"NA, Growth",NA
LTER5,BR,P09,Por,0.6,20,40,2024,19,15.5,22,TBD,"NA, Growth",NA
LTER5,BR,P09,Por,4.15,85,38,2024,114,84,78,TBD,"NA, Growth",NA
LTER5,BR,P09,Por,6,5,80,2024,NA,NA,NA,TBD,"NA, Fus with P10",NA
LTER5,BR,P09,Poc,7.95,65,82,2024,72.1,50,40,TBD,"NA, Growth",NA
LTER5,BR,P09,Por,8.22,37,70,2024,35,20,20,TBD,"NA, Growth",NA
LTER5,BR,P10,Acr,3.7,5,60,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,P10,Por,5.9,20,65,2024,84,59,65,TBD,"NA, Growth",NA
LTER5,BR,P10,Por,6.5,70,50,2024,NA,NA,NA,TBD,"NA, Fus1",NA
LTER5,BR,P10,Por,6.55,100,40,2024,62,60,75,TBD,"NA, Fus1",NA
LTER5,BR,T01,Acr,0,5,15,2024,30.3,14.1,12.2,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,0.28,26,23,2024,4.7,3.1,3.9,TBD,"NA, Growth",NA
LTER5,BR,T01,Poc,0.4,10,45,2024,24.6,25.2,15.5,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,0.52,30,10,2024,3.9,4.2,6.6,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,0.65,14,5,2024,5.7,4.4,6.4,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,0.9,17,20,2024,10.4,10.1,10.2,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,0.97,5,35,2024,8.3,2.8,3.5,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,1.09,37,20,2024,7.4,4.8,10,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,1.12,43,15,2024,12.5,9.7,15.3,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,1.25,5,52,2024,9.9,7,13.6,TBD,"NA, Fus1",NA
LTER5,BR,T01,Por,1.25,45,41,2024,10.9,8,10.2,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,1.29,4,56,2024,NA,NA,NA,TBD,"NA, Fus1",NA
LTER5,BR,T01,Por,1.29,61,27,2024,8.3,7.4,13.3,TBD,"NA, Growth",NA
LTER5,BR,T01,Poc,1.3,32,50,2024,29.7,23.8,20.2,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,1.3,50,44,2024,11.7,8.7,10.3,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,1.32,56,20,2024,6.1,4,5.8,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,1.32,73,16,2024,16.7,12.2,16.8,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,1.33,68,25,2024,11,6.7,9.1,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,1.37,73,13,2024,11.4,5.8,9,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,1.37,79,39,2024,2.1,1.5,2,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,1.37,85,43,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,T01,Por,1.4,47,55,2024,5.5,5.2,5.5,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,1.5,84,38,2024,29.8,20.2,11.3,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,1.5,96,40,2024,3.3,3.1,4.1,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,1.55,0,77,2024,52.3,28.7,38.7,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,1.66,6,96,2024,7.5,6.7,10.5,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,1.7,6,97,2024,78.3,45,34.9,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,1.7,77,55,2024,30,25.5,25,TBD,"NA, Fus2",NA
LTER5,BR,T01,Por,1.73,61,60,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,T01,Poc,1.82,90,80,2024,NA,NA,NA,TBD,"NA, Fus2",NA
LTER5,BR,T01,Por,1.9,82,57,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,T01,Por,2.05,16,98,2024,20.5,13,10.8,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,2.05,65,69,2024,21.3,13.3,11.3,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,2.26,45,57,2024,3.5,2.6,2.5,TBD,"NA, Fis1",NA
LTER5,BR,T01,Por,2.3,41,80,2024,2.5,3.1,6,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,2.35,69,63,2024,9.6,3.1,4,TBD,"NA, Fis2",NA
LTER5,BR,T01,Por,2.43,43,58,2024,26.3,18,30.6,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,2.48,31,78,2024,10.2,6.8,14.3,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,2.49,13,87,2024,12.8,6.3,7.3,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,2.58,47,0,2024,8.5,5.6,6.3,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,2.62,18,76,2024,7.4,6.9,7.2,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,2.72,6,83,2024,6.9,3.7,5.8,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,2.75,41,61,2024,22,12.5,9.2,TBD,"NA, Growth",NA
LTER5,BR,T01,Poc,2.85,76,102,2024,28.8,22.6,15.3,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,2.9,19,69,2024,28.6,41.7,62,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,3.25,7,30,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,T01,Por,3.3,81,75,2024,5.5,4.5,5.2,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,3.5,0,40,2024,72,64,67.4,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,3.8,50,35,2024,7.4,5.7,10.3,TBD,"NA, Growth",NA
LTER5,BR,T01,Poc,3.9,80,35,2024,20.3,16.2,10,TBD,"NA, Fis3",NA
LTER5,BR,T01,Por,3.91,42,35,2024,5.2,2,5,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,3.93,44,30,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER5,BR,T01,Por,4.17,60,40,2024,5.6,4,6.3,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,4.18,56,48,2024,13.2,8,10.6,TBD,"NA, Growth",NA
LTER5,BR,T01,Por,4.2,50,50,2024,12.4,12.3,12.7,TBD,"NA, Growth",NA
LTER5,BR,T01,Poc,4,75,35,2024,26.2,14,19.6,TBD,"NA, Fis3",NA
LTER5,BR,T01,Por,2.2,50,57,2024,4,3,2,TBD,"NA, Fis1",NA
LTER5,BR,T01,Por,2.25,60,63,2024,6.1,5,4.2,TBD,"NA, Fis2",NA
