coral_number,site,habitat,transect,taxa,x,y,z,length_2013,width_2013,height_2013,observer_2013,note_2013,note_extra_2013,dynamics_2013,length_2014,width_2014,height_2014,observer_2014,note_2014,note_extra_2014,dynamics_2014,length_2015,width_2015,height_2015,observer_2015,note_2015,note_extra_2015,dynamics_2015,length_2016,width_2016,height_2016,observer_2016,note_2016,note_extra_2016,dynamics_2016,length_2017,width_2017,height_2017,observer_2017,note_2017,note_extra_2017,dynamics_2017,length_2018,width_2018,height_2018,observer_2018,note_2018,note_extra_2018,dynamics_2018,length_2019,width_2019,height_2019,observer_2019,note_2019,note_extra_2019,dynamics_2019,length_2020,width_2020,height_2020,observer_2020,note_2020,note_extra_2020,dynamics_2020,length_2021,width_2021,height_2021,observer_2021,note_2021,note_extra_2021,dynamics_2021
61,LTER1,BR,P1,Acr,7.05,91,23,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,1,0.5,1.5,MK,R,NA,Recruitment,2.5,1.5,1,EW,NA,NA,NA,NA,NA,NA,HSL,D,D,Death,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,LTER1,BR,P1,Poc,7.2,28,47,15.2,15.2,15.1,MK,NA,NA,NA,18.5,17.8,13.4,MK,NA,NA,NA,21.6,20,15,MK,NA,NA,NA,24.1,18.8,27.1,MK,NA,NA,NA,29,17,23,EW,NA,NA,NA,NA,NA,NA,HSL,D,D,Death,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,LTER1,BR,P1,Poc,7.2,50,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,25,21,HSL,NA,NA,NA
64,LTER1,BR,P1,Acr,7.25,28,25,8.5,8.1,8.5,MK,NA,NA,NA,10.1,7.6,7.7,MK,NA,NA,NA,12.5,6.2,6.8,MK,NA,NA,NA,12,8.3,6.5,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,LTER1,BR,P1,Poc,7.3,77,20,NA,NA,NA,MK,NA,NA,NA,0.6,0.4,1.1,MK,R,NA,Recruitment,0.6,0.5,0.7,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,LTER1,BR,P1,Acr,7.3,50,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,11,EW,NA,NA,NA,NA,NA,NA,NA,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
67,LTER1,BR,P1,Poc,7.34,77,16,NA,NA,NA,MK,NA,NA,NA,1,0.6,1.1,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,LTER1,BR,P1,Poc,7.94,71,3,NA,NA,NA,MK,NA,NA,NA,1.8,1.4,1.4,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,LTER1,BR,P1,Acr,7.97,73,0,5.1,4.9,4.4,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,LTER1,BR,P1,Poc,8.75,97,45,2.8,2.3,1.9,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,LTER1,BR,P1,Poc,8.75,93,3,1.6,0.6,1,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,LTER1,BR,P1,Poc,8.77,98,54,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,1,0.6,0.9,MK,R,NA,Recruitment,2.4,2,0.7,EW,NA,NA,NA,27,31,10.5,HSL,NA,NA,NA,18,25,25,EW,NA,NA,NA,NA,NA,NA,NA,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
73,LTER1,BR,P1,Poc,8.95,92,58,3.9,3,4,MK,NA,NA,NA,3.3,2.7,1.9,MK,NA,NA,NA,3.6,2.5,3.9,MK,NA,NA,NA,4.3,4,5.1,MK,NA,NA,NA,7.5,6,7,EW,NA,NA,NA,NA,NA,NA,HSL,D,D,Death,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,LTER1,BR,P1,Poc,9,39,69,3.5,2.2,3.9,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,LTER1,BR,P1,Poc,9,25,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.5,2,HSL,NA,R,Recruitment,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,LTER1,BR,P1,Acr,9.3,53,15,6.6,5.8,5.3,MK,Bi,NA,NA,5.2,4.8,4,MK,Bi,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,LTER1,BR,P1,Poc,9.65,15,56,NA,NA,NA,MK,NA,NA,NA,2.5,1.1,2.3,MK,R,NA,Recruitment,2.9,1.8,2.4,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,LTER1,BR,P1,Poc,9.9,96,40,3.7,1.6,2.7,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,LTER1,BR,P10,Por,0.1,90,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,44,13,AP,NA,NA,NA,42,32,45,EW,NA,NA,NA,52,42.5,44.5,NA,NA,NA,NA,57,39,42,HSL,NA,NA,NA
80,LTER1,BR,P10,Por,0.4,58,0,37,42,54,HA,NA,NA,NA,37,48,55,HSL,NA,NA,NA,51.6,24.9,41.1,CA,NA,NA,NA,51.8,31,38.6,HSL,NA,NA,NA,60,35,24,RH,NA,NA,NA,NA,NA,NA,AP,D,D,Death,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,LTER1,BR,P10,Acr,2.84,22,22,23,15,9,HA,NA,NA,NA,10,17,11,HSL,NA,NA,NA,13.9,12.7,9.9,CA,NA,NA,NA,16.5,13,11.5,HSL,NA,NA,NA,19,14,12,RH,NA,NA,NA,25,16,15,AP,NA,NA,NA,19,12,15,EW,D,NA,Death,NA,NA,NA,NA,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
82,LTER1,BR,P10,Acr,6.5,98,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,23,25,EW,NA,NA,NA,5.4,4.5,4.5,NA,NA,NA,NA,NA,NA,NA,HSL,D,NA,Death
83,LTER1,BR,P10,Acr,7.6,100,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.5,1,EW,NA,NA,NA,NA,NA,NA,NA,D,COTS,Death,NA,NA,NA,NA,NA,NA,NA
84,LTER1,BR,P10,Acr,2.7,80,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,7,2.5,HSL,NA,NA,NA
85,LTER1,BR,P2,Por,0.35,82,10,82,75,89,HA,NA,NA,NA,91,28,93,HSL,NA,NA,NA,94.6,96.5,61.4,HSL,NA,NA,NA,107.5,87,74,MK,NA,NA,NA,105,73,63,EW,NA,NA,NA,12.8,8.8,8.3,HSL,NA,NA,NA,88,55,50,EW,NA,NA,NA,68,41,35,NA,NA,NA,NA,110,44.2,48.3,HSL,NA,NA,NA
86,LTER1,BR,P2,Poc,0.55,10,25,NA,NA,NA,HA,NA,NA,NA,1,1,1,HSL,R,NA,Recruitment,2.7,2.1,1,HSL,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,LTER1,BR,P2,Por,0.6,10,2,NA,NA,NA,HA,NA,NA,NA,2,2,1,HSL,R,NA,Recruitment,NA,NA,NA,HSL,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,LTER1,BR,P2,Poc,0.7,10,15,NA,NA,NA,HA,NA,NA,NA,2,1,1,HSL,R,NA,Recruitment,NA,NA,NA,HSL,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,LTER1,BR,P2,Poc,0.8,10,15,NA,NA,NA,HA,NA,NA,NA,2,1,1,HSL,R,NA,Recruitment,NA,NA,NA,HSL,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,LTER1,BR,P2,Poc,0.95,81,12,21,15,19,HA,NA,NA,NA,NA,NA,NA,HSL,D,NA,Death,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,LTER1,BR,P2,Poc,1.05,2,11,NA,NA,NA,HA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,0.9,0.5,0.8,MK,R,NA,Recruitment,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,LTER1,BR,P2,Poc,1.08,90,15,3,2,2,HA,R,NA,Recruitment,5.6,2,2.7,HSL,NA,NA,NA,4.3,4.1,3.7,HSL,NA,NA,NA,3.6,3.3,3.3,MK,NA,NA,NA,6,5.5,6,EW,NA,NA,NA,9,7.5,8,HSL,NA,NA,NA,10,10,10,EW,NA,NA,NA,NA,NA,NA,NA,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
93,LTER1,BR,P2,Poc,1.09,85,20,NA,NA,NA,HA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,1.6,0.9,0.5,EW,R,NA,Recruitment,4.5,4,3.2,HSL,NA,NA,NA,9,7,9,EW,NA,NA,NA,NA,NA,NA,NA,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
94,LTER1,BR,P2,Poc,1.1,77,0,NA,NA,NA,HA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,16.3,7.8,9.5,HSL,Fr,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,LTER1,BR,P2,Acr,1.2,33,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,HSL,D,NA,Death
96,LTER1,BR,P2,Poc,1.25,64,64,7,5,1,HA,NA,NA,NA,4.7,2.7,2.6,HSL,NA,NA,NA,5.7,5.2,4.2,HSL,NA,NA,NA,5.7,3.1,5.3,MK,NA,NA,NA,8,6,8,EW,NA,NA,NA,NA,NA,NA,HSL,D,D,Death,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,LTER1,BR,P2,Poc,1.29,86,45,16,11,9,HA,NA,NA,NA,NA,NA,NA,HSL,D,NA,Death,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,LTER1,BR,P2,Poc,1.3,20,15,NA,NA,NA,HA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,1,1,1,HSL,R,NA,Recruitment,2.5,1.6,1.9,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,LTER1,BR,P2,Poc,1.35,65,37,NA,NA,NA,HA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,1,1,0.6,EW,R,NA,Recruitment,3,3.2,3.2,HSL,NA,NA,NA,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,LTER1,BR,P2,Poc,1.35,50,0,NA,NA,NA,HA,NA,NA,NA,1,1,1,HSL,R,NA,Recruitment,NA,NA,NA,HSL,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,LTER1,BR,P2,Poc,1.36,70,68,NA,NA,NA,HA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,4.5,4,2.5,EW,NA,NA,NA,11,9,4,HSL,NA,NA,NA,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,LTER1,BR,P2,Poc,1.37,72,65,NA,NA,NA,HA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,0.7,0.9,0.9,EW,R,NA,Recruitment,6,5,6.2,HSL,NA,NA,NA,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,LTER1,BR,P2,Poc,1.38,13,3,NA,NA,NA,HA,NA,NA,NA,2,1,1,HSL,R,NA,Recruitment,NA,NA,NA,HSL,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,LTER1,BR,P2,Poc,1.38,13,5,NA,NA,NA,HA,NA,NA,NA,1,1,1,HSL,R,NA,Recruitment,NA,NA,NA,HSL,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,LTER1,BR,P2,Acr,1.4,71,60,7,5,6,HA,NA,NA,NA,10.3,7.5,7.6,HSL,NA,NA,NA,NA,NA,NA,HSL,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,LTER1,BR,P2,Poc,1.42,47,44,6.5,5.3,1.2,HA,NA,NA,NA,8.2,6.3,5.5,HSL,NA,NA,NA,9.3,6.6,5.7,HSL,NA,NA,NA,6,3.6,4.4,MK,NA,NA,NA,9.5,6.5,5.5,EW,NA,NA,NA,NA,NA,NA,HSL,D,D,Death,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,LTER1,BR,P2,Poc,1.48,68,30,NA,NA,NA,HA,NA,NA,NA,3,2,1,HSL,R,NA,Recruitment,4.7,5.1,2,HSL,NA,NA,NA,5.4,4,5,MK,NA,NA,NA,10,9,6.5,EW,NA,NA,NA,14,11,10,HSL,NA,NA,NA,7,7,5,EW,NA,NA,NA,14,8,10,NA,NA,NA,NA,NA,NA,NA,HSL,Fu1,NA,Fusion1
108,LTER1,BR,P2,Poc,1.5,30,30,NA,NA,NA,HA,NA,NA,NA,2,2.1,2.1,HSL,R,NA,Recruitment,3.3,3.2,2.1,HSL,NA,NA,NA,6,4,4,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,LTER1,BR,P2,Poc,1.5,63,40,NA,NA,NA,HA,NA,NA,NA,2,1,1,HSL,R,NA,Recruitment,NA,NA,NA,HSL,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,LTER1,BR,P2,Poc,1.5,80,72,NA,NA,NA,HA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,2.5,2.2,3,MK,R,NA,Recruitment,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,LTER1,BR,P2,Poc,1.5,60,75,NA,NA,NA,HA,NA,NA,NA,1,1,1,HSL,R,NA,Recruitment,NA,NA,NA,HSL,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,LTER1,BR,P2,Poc,1.51,63,40,NA,NA,NA,HA,NA,NA,NA,2,1,1,HSL,R,NA,Recruitment,3,2,2,HSL,NA,NA,NA,7,4.3,3.9,MK,NA,NA,NA,4,2.5,3.5,EW,NA,NA,NA,NA,NA,NA,HSL,D,D,Death,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,LTER1,BR,P2,Poc,1.51,30,40,NA,NA,NA,HA,NA,NA,NA,2,2,2,HSL,R,NA,Recruitment,NA,NA,NA,HSL,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,LTER1,BR,P2,Poc,1.55,70,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,5,NA,NA,NA,NA,NA,NA,NA,HSL,Fu2,NA,Fusion2
115,LTER1,BR,P2,Poc,1.55,76,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,HSL,Fu3,NA,Fusion3
116,LTER1,BR,P2,Poc,1.55,81,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,6,NA,NA,NA,NA,NA,NA,NA,HSL,Fu5,NA,Fusion5
117,LTER1,BR,P2,Poc,1.6,55,50,NA,NA,NA,HA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,5.7,4.6,4,MK,NA,NA,NA,8,6,9,EW,NA,NA,NA,NA,NA,NA,HSL,D,D,Death,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,LTER1,BR,P2,Poc,1.65,93,100,NA,NA,NA,HA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,11,5.5,5,EW,NA,NA,NA,14.5,20,8.5,HSL,NA,NA,NA,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,LTER1,BR,P2,Poc,1.65,60,50,NA,NA,NA,HA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,4.5,2.6,1.5,MK,R,NA,Recruitment,10,7,12,EW,NA,NA,NA,14.5,10,8.5,HSL,NA,NA,NA,8,3,5,EW,NA,NA,NA,19,12,9,NA,NA,NA,NA,NA,NA,NA,HSL,Fu4,NA,Fusion4
120,LTER1,BR,P2,Poc,1.68,73,70,3,2,0.5,HA,R,NA,Recruitment,3.7,3.7,2,HSL,Ve,NA,NA,5.2,5.7,2,HSL,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,LTER1,BR,P2,Por,1.8,5,0,NA,NA,NA,HA,NA,NA,NA,2,2,2,HSL,R,NA,Recruitment,NA,NA,NA,HSL,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,LTER1,BR,P2,Poc,1.8,57,135,NA,NA,NA,HA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,6.8,3.7,7.5,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
